,text,label
1030,We’ll put it all up to Hartridge.,0
1031,"The next thing is to find out,
if we can, where Hartridge got his two surveyors on such short notice,
and what it was that could be proved or disproved by a transit sight
taken in the moonlight under conditions which must have barred anything
like mathematical accuracy.",0
1032,"Where are your blue-prints of the Ocoee
property?--down below, or up here?”

The map copies were in the tool-house, one set of them; and when they
were found, Carfax spread them out on the cot and pored over them
thoughtfully.",0
1033,"“You are not trespassing on somebody else’s land, at all events,” was
the verdict, rendered after he had verified the position of the glade
in which the fourth test-hole was being driven.",0
1034,"“It is all Ocoee in
every direction; your land covers all this part of the mountain.",0
1035,"By the
way, what is this name, ‘Westwood,’ written across these mountain-top
plats?”

Tregarvon did not know, and he said so; adding that he supposed it
might be the name of the original owner of the land.",0
1036,“Who is he?,0
1037,"Ever hear of him?”

“I don’t recall that I have.",0
1038,But that is not singular.,0
1039,"I haven’t had
occasion, or the time, to dig very deeply into ancient history.”

“Well, there doesn’t seem to be anything very illuminating about these
blue-prints, save that they establish your perfect right to bore holes
almost anywhere you please,” said Carfax.",0
1040,"“Suppose we go now and take
up the trail of the two surveyors.”

The track of the second buggy proved to be a short scent soon lost.",0
1041,"Within a hundred yards of its turning-point opposite the glade the
buggy had left the wood road, the tracks swerving to the right in a
direction opposite to that taken by the earlier vehicle; and neither
the wheels nor the hoofs of the horse had left any impress on the
thick carpeting of fallen leaves under the trees; or none that amateur
trailers could see and follow.",0
1042,"They were returning down the by-road when a crash and a hoarse roar
of escaping steam notified them that once more something had gone
wrong with the machinery.",0
1043,"Carfax threw up his head like a thoroughbred
starting in a race.",0
1044,"“We have been hunting for causes,” he snapped: “there is effect number
one, right now!",0
1045,"I can outrun you to the home plate!”

They came upon the scene, neck and neck, just after Rucker had stopped
the engine and opened his fire-door.",0
1046,"The walking-beam had fallen again,
carrying down a portion of the derrick framework; and the mountaineer
whose name on the pay-roll appeared as “Morgan,” and who had been
drill-turning in Sawyer’s place at the moment, was caught and held
under the wreckage.",0
1047,"Happily, the man was neither killed nor very severely injured.",0
1048,"A few
minutes’ quick work, to which everybody lent a hand, sufficed to
extricate him from the mass of broken timbers; and a rather ugly scalp
wound, which Carfax proceeded deftly to wash and dress and bandage,
figured as the worst of his hurts.",0
1049,"Tregarvon sent the man home in charge of the other masquerading McNabb;
and then came the reckoning with the smashed drilling plant.",0
1050,"“What are we in for this time, Rucker?” was the owner’s question, put
after the machinist had measured the damage with a critical eye.",0
1051,"“Mostly a couple o’ days’ hang-up, I guess.",0
1052,"Leave me a man or two to
help me blacksmith, and I’ll see what I can do.",0
1053,"But what’s eatin’ me
is, what done it?”

There seemed to be no categorical answer to this, the cause of the
breakdown being as yet well hidden in the _débris_ of the effect.",0
1054,"Tregarvon was willing to charge it to the chapter of accidents, but
Carfax was less easily satisfied.",0
1055,"“If it were the first,” he demurred; “but it isn’t.",0
1056,"There is an
entire series behind it.",0
1057,"And, coming right on the heels of the little
mysteries of last night ... I’m of the opinion that this is the
beginning of more hostilities, Vance.” Then to Rucker: “How far did you
get the hole down, Billy?”

“Not more than a couple o’ feet.”

“Drilling hard?” asked Tregarvon.",0
1058,"“Um-m-m; middlin’ hard; ’bout like the one we put down over yonder at
the head of the tramway--the first one we drilled.”

Tregarvon told off three of the laborers to help Rucker, and sent the
remaining three back to Coalville to report to Tryon, who, with another
small squad, was replacing rotted cross-ties on the lower end of the
tramway.",0
1059,"After this, he beckoned to Carfax, and they went together down
the shallow glade ravine to the spot where Rucker had found the burnt
pine-knot torch and had driven his marking stake.",0
1060,"Out of hearing of the four men left at the drilling-stand, Tregarvon
said: “Well, the McNabbs are eliminated, definitely.",0
1061,"It is fair to
assume that a man wouldn’t be so careless as to get caught in a trap of
his own setting.”

“You would think not,” was Carfax’s rejoinder; but he did not say that
it was impossible.",0
1062,"On the ground where the torch-bearer of the previous night had stood
they searched carefully for something that might give a working clue
to the mystery of the moonlight survey.",0
1063,"There was nothing, unless an
oak-tree, with a half-overgrown “blaze” and some ancient markings cut
in it, might be called a clue.",0
1064,"Two or three hundred feet below the scarred oak lay the cliff edge,
at this point something less than a precipice.",0
1065,"Tregarvon stood on the
brink, looking down over the rough, broken talus.",0
1066,"A hundred yards below
his perch the gray ribbon of the mountain pike leading to Coalville
wound in and out among the trees and huge boulders.",0
1067,"Farther around to
the left, and almost on a level with the broken talus, he could see the
head of the Ocoee tramway.",0
1068,"At once he called Carfax’s attention to the
favoring topographies.",0
1069,"“If we should find our big vein anywhere between here and the tramhead,
it would be almost as accessible as the old opening,” he said.",0
1070,"“The
track could be continued on an easy curve and grade, and there is drop
enough to give us the gravity haul.",0
1071,"I wonder if any one has ever looked
along here for the outcrop?”

Viewed from the summit, the rough declivity, rocky, wooded, and
thickly-covered with a matted tangle of brier, laurel, and
undergrowth, looked as if it had never been trodden by the foot of man.",0
1072,"Carfax, leaning against a tree which grew on the extreme edge of the
cliff, gave it as his opinion that the rocky slope had never felt the
prospector’s pick.",0
1073,"“They have to dig trenches or holes or something, in prospecting for
coal, don’t they?” he asked; and when Tregarvon confirmed the surmise:
“I should say that this toboggan-slide is just as old Madam Nature left
it, shouldn’t you?",0
1074,"Can we get from here to the tramhead without going
back and around and over the mountain?”

“Easily,” said Tregarvon, and he swung out and dropped over the low
cliff to lead the way along the broken ledges.",0
1075,"It was while Carfax was lowering himself with more care than Tregarvon
had taken, with the leaning tree to help, that he made a small
discovery and called Tregarvon back.",0
1076,"On its outer or valley-facing side
the leaning tree carried a “blazed” scar with markings similar to those
on the white-oak half-way between the cliff and the glade.",0
1077,"Like the
other scar, this one was old, and the bark had long since healed around
the edges of the ax-wound.",0
1078,"But the markings, which were cut into the
heart-wood, were still quite distinct.",0
1079,"“Well?” said Tregarvon, after they had examined the scar together,
“what do you make of it?”

Carfax was pencilling the mark on the back of the letter upon which he
had sketched the damp-sand hoof-prints.",0
1080,“I don’t know.,0
1081,"It looks something like the Greek letter ‘_pi_’, a
capital ‘T’ with two stems, don’t you think?",0
1082,"But, of course, that is
only a coincidence.”

“Is it, though?” queried Tregarvon thoughtfully.",0
1083,“It must be.,0
1084,"What woodsman in this part of the world would ever mark a
tree with a Greek letter?”

“No woodsman, perhaps; but a schoolmaster might.",0
1085,"Poictiers, I am slowly
coming around to your point of view.",0
1086,"Hartridge is at the bottom of
all these smash-ups and mysteries.",0
1087,"I hate to believe it of him, but
everything leans in his direction.”

“It looks that way, doesn’t it?",0
1088,"But the admission of the fact doesn’t
clear up the mysteries.",0
1089,"Say that, for some reason, sentimental or
other, Hartridge wishes to drive you out--make you quit.",0
1090,"That might
explain the smash-ups and the hindrances; but it doesn’t begin to
explain why we should find these marks of his--if they are his--made on
these two trees years and years ago; or why he should send a pair of
surveyors up here to make monkey motions in the moonlight.”

Tregarvon was leading the way along the ledge toward the tramhead.",0
1091,"“We shall probably find out more about all these things before we are
much older on the job,” he replied; and then, vengefully: “If I can
catch him at it, I promise you I’ll make him sorry!”

After they reached the head of the inclined track and had signalled to
Tryon at the foot to let them down in the tip-car, Tregarvon outlined
his plan for the broken day.",0
1092,"“We’ll go down and get out the auto and my engineering instruments,
motor back to the drilling plant, and do a little surveying on our own
account.",0
1093,"Beyond that, you may take the car and kill time with it as you
please.",0
1094,"I’ll stay and help Rucker.”

The programme was carried out in due course.",0
1095,"By ten o’clock they were
back on the mountain top with the surveying instruments.",0
1096,"Placing the
transit upon the tripod marks under the tree on the edge of the glade,
Tregarvon took a forward sight to the eastward, with Carfax holding
the target-staff on the spot where the burnt torch was found.",0
1097,"Then,
without changing the position of the instrument, Tregarvon signalled
Carfax to go back, halting him at the cliff edge, and moving him
to right and left until the target was once more in line with the
cross-hairs of the telescope.",0
1098,"“What developments?” he inquired, when the staff-bearer came up.",0
1099,“Nothing startling.,0
1100,"Your line of sight merely picked up the second of
the two marked trees, whatever significance that may have.”

“You may be sure it has some significance, if we were shrewd enough
to figure it out,” Tregarvon asserted.",0
1101,"Then: “What will you do with
yourself until dinner-time?”

“Oh, I don’t know; chase around in the car awhile, maybe, if you can’t
use me here.",0
1102,"Perhaps I may be able to pick up a clue or so--if I can
find anybody to talk to.”

Tregarvon stripped off his coat and went to work with Rucker and the
helpers, and in this manner the better part of the day was accounted
for.",0
1103,"Late in the afternoon, when the blacksmithing of new irons left
him without an occupation, he yielded to a prompting which had been
urging him all day, and went for a long tramp which took him over the
route covered by the drilling plant in its several removals.",0
1104,"The sun had gone behind the mountain when he finally came out at the
tramhead and signalled for the cable-car to take him down.",0
1105,"Tryon
answered the signal and started the machinery, and in a few minutes
Tregarvon was landed at the Coalville level, where he found Carfax
waiting for him on the porch of the office-building.",0
1106,"“I beat you to it,” said the golden youth; and then, whimsically: “What
do you know now more than you knew before you knew so little as you
know now?”

Tregarvon cast himself down upon the porch-step.",0
1107,"“I’ll tell you, after
a bit.",0
1108,"Did you find out anything new?”

“Nothing very conclusive.",0
1109,"Item number one is that there are only two
horses in the Highmount stables; neither of them white, and neither
with a broken toe-calk on the left hind foot.”

Tregarvon smiled wearily.",0
1110,"“More negative information; it’s always
negative.”

“Yes; and you may put into the same basket the item that no one of
the half-dozen people I asked knew of any white horse owned on the
mountain.",0
1111,"But I picked up one little pointer that belongs in the other
basket--the positive.",0
1112,"I had luncheon at Highmount--upon Mrs. Caswell’s
very pressing invitation.",0
1113,"At table, Miss Richardia wanted to know how
you came to plant your drilling-machine right in the middle of the old
burying-ground.”

“What’s that?” said Tregarvon.",0
1114,"“You don’t mean to say that the glade is
a graveyard!”

“It seems that it used to be, many years ago--for the slaves.",0
1115,"You
will remember that you remarked the sunken spots in the only bit of
soft earth there is, and wondered what made them.",0
1116,They are graves.,0
1117,"Do
you suppose Rucker would sleep any better to-night than he did last
night if he knew that?",0
1118,"If he had known it last night, perhaps it might
have accounted for some of his restlessness.",0
1119,"But I’m drifting from
the point, which is that Miss Richardia’s question betrayed her: she
was the young woman who drove with the man behind the white horse;
otherwise she would not have known about the location of the drilling
plant in the glade.”

“That doesn’t follow,” Tregarvon objected.",0
1120,"“Some one might have told
her.",0
1121,But let that part of it go.,0
1122,"Did you discover anything else?”

“Yes.",0
1123,"After school hours I took Miss Farron, Miss Longstreet, and the
French teacher out for a spin in the car.",0
1124,"Miss Richardia said she
couldn’t go because she had another engagement.",0
1125,"We made a rather long
round to the south and came back to Highmount by a road which parallels
the western brow of the mountain.",0
1126,"Are you paying attention?”

“Breathless attention,” said Tregarvon ironically.",0
1127,"“Joy-ride stories
always make me sit up.",0
1128,"Go on.”

“Over on the west-brow road we passed a place which looked as if it
might be--or might some time have been--a gentleman’s country house.",0
1129,"It is walled in from the road, with a magnificently groved lawn,
a box-bordered, weed-grown carriage drive, and a great, rambling,
porticoed mansion needing the repair-man pretty savagely.",0
1130,"Still sitting
up and taking notice?”

“Yes.”

“Just as were rolling up to pass the stone-pillared lodge-gates a horse
and buggy came out, with a young woman driving.",0
1131,"The horse was old and
countrified, and he didn’t take kindly to the auto.",0
1132,"So I stopped and
got out to lead him past the machine.",0
1133,"You won’t want to believe it,
but the young woman driver was Miss Richardia; and the horse--well, no
horseman would call it white, to be sure.",0
1134,"It was a dapple-gray, light
enough to pass for white in the moonlight, and with a mechanician like
Rucker for the color expert.”

Tregarvon came out of his listless mood with a snap.",0
1135,"“Let it be said, once for all, Poictiers, that I won’t stand for any
theory that involves Richardia Birrell in the crooked part of it,” he
declared firmly.",0
1136,"“I’d trust her with anything I own; with my life, if
she cared to borrow it.",0
1137,"That dapple-gray suggestion of yours makes my
back ache!",0
1138,It isn’t worthy of you.,0
1139,"Rucker said ‘white,’ and white isn’t
gray; not by a long shot!”

“Wait,” said Carfax, evenly.",0
1140,"“After I had led the horse safely past the
car, I made sure.",0
1141,"‘Hold on a minute, Miss Richardia,’ said I, ‘let me
see if your horse hasn’t a pebble in his shoe.’ That gave me an excuse
to lift his near hind foot.",0
1142,"There wasn’t any pebble, of course, but the
shoe was badly worn, _and the toe-calk had a piece broken out of it_!”

Tregarvon maintained a stubborn silence for a full minute.",0
1143,"Then he
denied again, with more heat than the occasion seemed to demand.",0
1144,“I don’t care what evidence you bring.,0
1145,"I’ll believe nothing against
Richardia; _nothing_, you understand?",0
1146,"And, after all, what does it
amount to?",0
1147,"We agreed this morning that she might blamelessly take an
evening drive with Hartridge.",0
1148,"The fact that they were driving behind
her father’s horse cuts no especial figure that I can see.”

“She might have been driving with Hartridge blamelessly; we agree on
that.",0
1149,"Or even still more blamelessly with--her father.”

“Put it in words,” snapped Tregarvon.",0
1150,"“Two or three people to whom I have spoken saw them together behind the
dapple-gray, her and her father.”

“I won’t stand for it!” was the angry retort.",0
1151,"“You are hinting that her
father is behind these bushwhackings, and that she is a party to them.",0
1152,"That doesn’t go!”

“That was spoken very much like a lover,” said Carfax slowly.",0
1153,"And then:
“You mustn’t let your major weakness get away with you, Vance.”

“And what do you call my ‘major weakness’?” Tregarvon inquired, with a
rasp to the words that made them sound like a challenge.",0
1154,Carfax did not mince matters.,0
1155,"“The inability to be off with the old
love before you are on with the new,” he said crisply.",0
1156,"“Elizabeth has
some rights which you ought to respect, don’t you think?”

“Go on,” Tregarvon jerked out.",0
1157,"“You haven’t said it all.”

“No, I haven’t; but I shall say it all.",0
1158,"You are a changed man, Vance.",0
1159,"Either this coal-mine fight or your infatuation for this young woman,
or both, are bringing out the worst there is in you.",0
1160,"Don’t you realize
it?”

“I realize that this is a devil of a world!” was the gritting
rejoinder.",0
1161,"“First Richardia puts the knife into me and twists it
around, and now you’re doing it.",0
1162,"I suppose it will be Elizabeth’s turn,
next!”

“You deserve all that is coming to you, I venture to say,” suggested
the mentor evenly.",0
1163,"“You are engaged to one woman, and you come here and
make love openly to another.”

Tregarvon was lost now to all sense of proportion.",0
1164,"“I shall do as I
please!” he retorted hotly.",0
1165,"“If you want to write to Elizabeth, it’s
your privilege.",0
1166,"If you do, I shall tell her that you’ve had Richardia
out in the car twice to my once!”

Carfax’s mentor mood slipped away, and he laughed softly.",0
1167,"“Miss Richardia is a dear girl, and worthy of the best that any man can
give her, Vance,” he said gently.",0
1168,"“Somebody ought to save her from the
machinations of a William Wilberforce Hartridge, don’t you think?",0
1169,"You
can’t, you know; and sometimes I’ve wondered if that doesn’t put it
pretty squarely up to me.”

Tregarvon rose and stood over his friend, and for an instant there
were black passions to blaze in the wide-set gray eyes.",0
1170,"But there was
manhood enough underlying the tumult to enable him to throttle the
worst of the impulses.",0
1171,"“I--I guess I’m just a jealous dog in the manger, Poictiers,” he
confessed gratingly.",0
1172,"“I’ve had a hunch that it was going that way, and
I’ve been resenting it--like the damned scoundrel I’m coming to be.",0
1173,"But
it’s all over now, and--and I wish you joy.",0
1174,"Can I say more than that?”

Carfax looked up with a quaint twinkle in his eye.",0
1175,"“I’m thinking you might say a good bit more, only you are too
charitable to turn the whole menagerie loose.",0
1176,"Shall we go in and get
ready to eat?",0
1177,"Uncle William will be calling us in a minute or so.”

It was not until after the dinner had been eaten, and they were smoking
bedtime pipes before the dining-room fire, that Tregarvon went back to
the discoveries of the day.",0
1178,"“About the time you were going for your drive this afternoon, I took
a walk,” he said, by way of prefacing the story of the last of the
discoveries.",0
1179,"“I went over the ground we have been covering with the
drill, examining every inch of it as if I had lost the set out of a
diamond ring.",0
1180,"I know now why we have been permitted to go on drilling
holes in the rock without interference.”

Carfax nodded.",0
1181,"“I’ve had a hint of my own: I wonder if you are not
going to confirm it.”

“Perhaps.",0
1182,"At any rate, I found that somebody else had been over
precisely the same ground with a test-drill a good while ago.",0
1183,"I located
five holes in all, each of them filled to the top, of course, with sand
and washings.",0
1184,"One of these holes isn’t twenty feet from the last one we
drilled before we moved to the present location in the graveyard glade.”

“Um,” said Carfax, absently rolling a cigarette between his palms.",0
1185,"“That was my guess, based upon a word that Hartridge let drop the day
I drove him down here to eat with us.",0
1186,"I suppose the corollary to that
is----”

“That the accident that smashed things this morning was ‘assisted,’ as
the others have been.",0
1187,"So long as we went on drilling in dead ground
it wasn’t worth while to interfere.",0
1188,"But now that we are trying a new
wrinkle----”

Carfax got up and returned the softened cigarette to its place in his
pocket-case.",0
1189,"“I think we’d better sleep on that corollary of yours, Vance,” he
suggested mildly.",0
1190,"“If it looks as plausible in daylight as it does now,
I don’t know but we had better call out the militia and give Rucker
more help in the night-watching.",0
1191,"Anyway, we’ll see how it stacks up in
the morning.”




XI

Rosemary and Rue


The better impulses had been all to the fore when Tregarvon had wished
his friend a fair field and no favor at Highmount.",0
1192,"But between a burst
of generosity on the spur of a repentant moment and a day-by-day
renouncing of a pearl of price there is apt to lie a _via dolorosa_
plentifully bestrewn with stone bruises for misguided feet.",0
1193,"On the day
following the evening of plain speech Tregarvon toiled manfully with
Rucker and the laborers in the repairing of the damaged machinery; but
he did it without prejudice to a good many sharp-pointed reflections
basing themselves upon Carfax’s blunt accusation, upon the golden
youth’s calm interference, and upon the fact that, late in the
forenoon, Carfax, apparently tired of looking on and doing nothing at
the scene of the repairing activities, had strolled away through the
forest in the direction of Highmount.",0
1194,There was more than one disturbing string to the bow of reflection.,0
1195,"At
first, Miss Birrell had openly made a good-natured mock of Carfax,
with his small affectations to point her gibings; but Tregarvon was now
impecunious enough himself to appreciate the potency of money.",0
1196,"Miss
Richardia had told him a little about the Birrell fortunes--or the lack
of them; of the vanishing of the family possessions in the aftermath of
the Civil War; of the fact that her father, once the leading jurist of
the Cumberland counties--Miss Richardia did not say this, but Tregarvon
easily inferred it--had found himself out of touch with the later and
more pushing spirit of the New South, and had withdrawn more and more
until he had become almost a hermit.",0
1197,"The Carfax millions were enough
to tempt any young woman; and Carfax himself--Tregarvon admitted it
without bitterness--was a man to whom most women were attracted and
whom all women trusted.",0
1198,But was Carfax really in love with Judge Birrell’s daughter?,0
1199,"Tregarvon
boasted that he had summered and wintered the golden youth; yet there
were depths in him that the Philadelphian suspected no one had ever
fully plumbed.",0
1200,"In Tregarvon’s knowing of him he had always been, or
appeared to be, immune to sentiment; his attitude had been that of
a gentle-natured soul who was willing to be used, or even abused,
without detriment to an impartial affection for the entire sex.",0
1201,"Would
such a man be able to make Richardia as happy as she deserved to be?",0
1202,"In
the intimacy which Tregarvon had pressed to its ultimate limits he had
come to know that behind the cool, slate-blue eyes and the lips that
lent themselves so readily to playful mockery there was a passionate
soul which would give all and demand all; which would starve on a diet
of mere affection, however kindly and indulgent.",0
1203,"Would the Carfax
millions outweigh this demand?",0
1204,"It was an irritating question, refusing
to be answered.",0
1205,"Tregarvon, driving bolts into the patched derrick frame, strove
dejectedly to put his own huge misfortune aside as a matter definitely
settled.",0
1206,"He admitted, with pricklings of shame, the truth, or at least
the half-truth, of Carfax’s accusation--the charge of fickleness.",0
1207,"In a
light-hearted way he had been devoted to many women, for the moment,
and the nearest woman had always been the loadstone.",0
1208,"He excused the
weakness by saying that it was common to all men--thereby touching a
truth larger than he knew; excused it further by laying down the broad
principle that Richardia Birrell, though numerically the last, was
really the first woman who had ever broken through to the inner depths
of him.",0
1209,"Just here he had a saving glimpse of the workings of the normal
masculine mind, and it jogged his sense of humor.",0
1210,"Was not the latest
charmer always the pearl of great price; the one altogether lovely?",0
1211,"Perhaps; but in this case, he told himself, it was different.",0
1212,"The
Richardias are few and far between; and he had discovered one of the
precious few only to realize that he was bound in honor to relinquish
her without a murmur to a Carfax, or even to a Hartridge.",0
1213,"It was a part
of the irrefrangible vanity of the male to regard the relinquishment
as a voluntary virtue on his part.",0
1214,"In all the gnawings of the worm of
reflection, girdings at his hard lot, questionings as to Richardia’s
future happiness, gratulatory back-pattings at his own magnanimity in
leaving the field to Carfax, it did not occur to him that Richardia,
herself, might have had something to say to his own suit--if he had
been able, as a man of honor, to press it.",0
1215,"Like many other men, he
comforted himself with the cheerful assumption that, in the absence of
the abnormal obstacles, any man may win any woman, if he shall only put
his mind to it; a doctrine, it may be said, which is still lacking
proof in certain isolated instances.",0
1216,"Thus giving himself over to the bitterness--and the
self-glorification--of the afterthought, Tregarvon wore out the day,
deferring to Rucker as boss of the repairing job, and trying not to
speculate too pointedly upon the doings of the absent Carfax.",0
1217,"That the
golden youth was once more a drop-in guest at the near-by school was
not to be doubted; and the caviller at an unkind fate steeled himself
against another disloyalty--a temptation to rail at the New Yorker for
making such unseemly haste.",0
1218,"The ill-natured thought would have likened
Carfax’s haste to that which prompts the heir-at-law to open and read
the will while the testator is as yet merely in the throes of the
death-agony--only Tregarvon would not yield to the temptation.",0
1219,"If the murmurer against fate could have seen beyond the half-mile
of forest which intervened between the old slave burying-ground and
Highmount, he would have concluded sorrowfully that Carfax’s haste
was well on the way to its reward.",0
1220,"Miss Richardia’s duty hours in
the afternoon were short, and at three o’clock she was free to join
the golden one, who, as Tregarvon’s prefiguring had assumed, had
been Mrs. Caswell’s luncheon guest, and was now making himself at
home on the broad veranda of the administration building.",0
1221,"For a time
the talk rambled through Boston byways and was reminiscent of Miss
Richardia’s sojourn as a Conservatory student and of Carfax’s quickly
abandoned attempt to take a postgraduate course in the School of Naval
Architecture.",0
1222,"“You see, I didn’t have the spur,” was Carfax’s excuse for the
abandoned attempt.",0
1223,"Then, in an apparent burst of enthusiasm: “Vance is
the lucky fellow!",0
1224,He is obliged to work.,0
1225,"He thinks it is pretty hard
lines, but he doesn’t know how jolly good it is for his soul.",0
1226,"It is
precisely what he is needing, don’t you think?”

“Work?",0
1227,"yes; but the many disappointments: are they also good for the
soul?”

Carfax’s smile was entirely amiable.",0
1228,"“In due proportion, they are,
I should say.",0
1229,"Vance has been like a bit of soft steel, needing the
forge fire and the tempering brine bath.",0
1230,"I presume you know that he is
engaged to be married?”

Miss Richardia’s smile was of the sort that no mere man may interpret.",0
1231,“I think he has told me all there was to tell.,0
1232,"Are you acquainted with
Miss Wardwell?”

“Very well acquainted, indeed.",0
1233,"She is all that any man could ask--and
more,” said Carfax, with more warmth than he usually permitted himself.",0
1234,"“Last summer she was a member of a Lake Placid outing-party in which I
had the good fortune also to be included.",0
1235,We became quite chummy.,0
1236,"She
swims, you know.”

Again Miss Birrell’s smile was a charming little mask of
impenetrability.",0
1237,“These athletic young women!” she sighed.,0
1238,"“It is their day.”

“Oh, I don’t mean that Eliz--that Miss Wardwell is offensively
athletic.",0
1239,I wouldn’t have you think that.,0
1240,"She--she is musical and all
the other things that a young woman ought to be; but she enjoys the
outdoor things, too.",0
1241,"And so do I.”

“And Mr. Tregarvon doesn’t enjoy them?”

“Just in a way,” was the qualifying rejoinder.",0
1242,"“Vance’s misfortune has
been, that, until quite recently, he has never wanted anything that he
couldn’t simply reach out and take; he has never been obliged to throw
himself whole-heartedly into anything.",0
1243,"He is doing it now, though.”

“Into the Ocoee, you mean?",0
1244,"I am afraid there is nothing but
disappointment for him there.”

Carfax was silent for a moment.",0
1245,"Then he said: “There are times, Miss
Richardia, when I have the feeling that every one who knows what he is
trying to do wishes him to be disappointed.”

“Including us here at Highmount?” she laughed.",0
1246,"“Well, yes.”

“Perhaps you would be willing to make it even more definite.",0
1247,"Do you
include me with Mr. Tregarvon’s ill-wishers?”

“Sometimes I’ve been tempted to.”

“I’m sure I don’t know why you should say that.”

“I have said it,” Carfax returned, with the gentle doggedness which
he could assume when the need was sufficiently pressing.",0
1248,"“I shall be
delighted to be assured that I am mistaken.”

Now came Miss Richardia’s opportunity to fall silent, and she improved
it.",0
1249,When she spoke again the playful mockery was laid aside.,0
1250,"“My father was one of the sorriest of the losers in the Ocoee in the
promoting period,” she began soberly.",0
1251,"“This entire mountain top was
once a part of the Birrell estate; my grandfather gave the site for
this school.",0
1252,"When Mr. Parker was promoting the Ocoee, father went into
the plan, heart and soul, giving a large part of the land, and putting
all the money he could rake and scrape into the stock of Mr. Parker’s
company.",0
1253,"Worse than that, he was so firmly convinced of the future
success of the undertaking that he persuaded his friends to invest.",0
1254,"You
mustn’t expect us to be very enthusiastic now, Mr. Carfax.",0
1255,"It isn’t in
human nature to rejoice when others are preparing to reap where we have
sown.”

Carfax’s smile was angel-compassionate.",0
1256,"“Poor Vance isn’t reaping very successfully as yet,” he pointed out.",0
1257,"Then he added: “I hope your good father doesn’t feel vindictive toward
him.",0
1258,"I think we may safely say that Vance is the innocent third party
in the transaction--if there ever is such a thing.”

“You don’t know my father; if you did, you would hardly accuse him of
vindictiveness, even in your thoughts.”

“Can you say as much for yourself?” asked the accuser gently.",0
1259,"“Indeed, I can!”

“You wouldn’t put a straw in Vance’s way, if you could?”

“I wish you would listen!” she laughed.",0
1260,"“Do I look like a--a
subterranean plotter, Mr. Carfax?”

“You always look charming.",0
1261,"But you don’t want Vance to succeed.”

“I am sure I don’t know why you should think such a thing.",0
1262,"Perhaps you
don’t think it.",0
1263,"I can never tell when you are really in earnest.”

“Strange that you should have noticed that.",0
1264,"Others have said it of me,
too, at times.",0
1265,But I am very much in earnest this afternoon.,0
1266,"It lies in
your hands to make Vance fail most conspicuously, you know.”

“You are fond of riddles, and I am not.",0
1267,"I wish you would be more
explicit.”

Carfax stole a glance aside at his veranda companion and it was borne
in upon him that he would have to choose his words carefully.",0
1268,"The
slate-blue eyes had grown a trifle hard, and Miss Richardia’s tone was
no longer sympathetic.",0
1269,"“Vance can’t mix business and sentiment very well,” he ventured.",0
1270,"“He
has been spending a good bit of time here at Highmount, forgetting some
things that he ought to remember.",0
1271,"Surely you have discovered his one
weakness by this time, haven’t you?” he went on, gravely pleading.",0
1272,"“Not
that it isn’t tremendously excusable in the present instance, you know.",0
1273,"You--er--you are enough to turn any man’s head, Miss Richardia; you
are, indeed.”

Her little shriek of laughter was sufficient to break any thin skim of
ice which may have been congealing between them.",0
1274,"“You can be quite as absurd as Mr. Vance, himself, when you try!” she
mocked.",0
1275,"Then, with the frankness which was all her own: “Are you trying
to tell me that I have been playing the part of a modern Delilah, Mr.
Carfax!”

“Oh, dear, no!",0
1276,"But”--he swallowed hard once or twice, and then took
the plunge--“but Vance simply couldn’t help falling in love with you.",0
1277,Er--hardly any man could.,0
1278,And it’s--it’s smashing him to perfection.,0
1279,"I
don’t say that he is admitting the--the little lapse, even to himself;
he is too honorable to do that, after he has given his word to Eliz--to
Miss Wardwell.",0
1280,"But the fact remains.”

Miss Richardia laughed again, but now the laugh scarcely rang true.",0
1281,"“You are making me out a poor, miserable sinner; though I am a most
innocent one, I do assure you,” she protested, not without a suggestion
of sarcasm.",0
1282,"“What is it you wish me to do?”

Carfax needed no one to tell him that he was wading in deep waters,
and that another step might put him in over his head.",0
1283,"Yet he could not
retreat; he had gone too far.",0
1284,"“I have been trying to hammer a little common sense into Vance; perhaps
I have said more than even a good friend has a right to say.",0
1285,"Hitherto
it hasn’t done much good; but last night I had a perfectly brilliant
inspiration.",0
1286,"I wonder if you could be induced to help me carry it
out?--just in the interests of a--of a square deal all around, you
know.”

“Another absurdity?” she queried, half scornfully.",0
1287,"“Yes, just that; a--a most ridiculous absurdity.",0
1288,"Will you--er--will you
marry me, Miss Richardia?”

“Most certainly not,” she returned, with a strained little laugh.",0
1289,"“Why
should I?”

“There isn’t any reason at all, of course,” he hastened to say.",0
1290,"“But if
you would make your answer not quite so--er--so positive: if you would
be so generous as to--er--to seem to take it under consideration; just
until Vance can get on his feet again----”

This time her laughter was wholly mirthful; an abandonment of all
hamperings.",0
1291,“Of all preposterous askings!” she gasped.,0
1292,"“Are there many more like
you, Mr. Carfax--in New York?”

“Plenty of them,” he assured her, not too seriously.",0
1293,"Then: “It wouldn’t
be such a dreadful thing, would it?",0
1294,"I can make love very nicely, you
know; honestly, I can.",0
1295,"And we shouldn’t have to do anything more than
to keep up appearances.”

She shook her head.",0
1296,"“I’m not going to humor you far enough to even pretend to take you
seriously,” she declared.",0
1297,“Not even for Vance’s sake?,0
1298,"Of course, I know you don’t care for
him, particularly, but I do; he has been like a brother to me, Miss
Richardia; really he has.",0
